Company,Date,Experience,Job URL,Job id,Key skills,Location,Salary,Title
Best Infosystems Ltd,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Computer-Vision-Best-Infosystems-Ltd-Chennai-5-to-10-years-090119901195?src=jobsearchDesk&sid=15518664679026&xp=6&px=39,090119901195,"C, Java EE, C++, Computer Vision, Opencv, MATLAB, Image Processing...",Chennai,Not disclosed,Machine Learning Engineer - Computer Vision
Best Infosystems Ltd,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-Senior-Engineer-Machine-Learning-Iot-c-java-Best-Infosystems-Ltd-Chennai-5-to-10-years-090119901185?src=jobsearchDesk&sid=15518664679026&xp=7&px=39,090119901185,"c, java ee, c++, computer vision, opencv, matlab, image processing...",Chennai,Not disclosed,Senior Engineer- Machine Learning - Iot/c++/java
Engage IT Manpower Solutions Private Limited,30+ days ago,5-8 yrs,https://www.naukri.com/job-listings-Robotics-Sensors-Sr-Software-Development-Engineer-Engage-IT-Manpower-Solutions-Private-Limited-Delhi-Delhi-NCR-5-to-8-years-090119901026?src=jobsearchDesk&sid=15518664679026&xp=8&px=39,090119901026,"C, Computer Vision, C++, Machine Learning, Java, OS, SQL, Web Technologies,...","Delhi, Delhi NCR",Not disclosed,Robotics & Sensors - Sr. Software Development Engineer
MNR Solutions,30+ days ago,5-9 yrs,https://www.naukri.com/job-listings-Artificial-Intelligence-machine-Learning-Expert-data-Scientist-IT-MNR-Solutions-Bengaluru-5-to-9-years-090119900515?src=jobsearchDesk&sid=15518664679026&xp=9&px=39,090119900515,"deep learning, machine learning, artificial intelligence, python...",Bengaluru,Not disclosed,Artificial Intelligence/machine Learning Expert/data Scientist - IT
Resource Weaver HR Consulting Pvt Ltd,30+ days ago,7-12 yrs,https://www.naukri.com/job-listings-Data-Engineer-R-matlab-sas-Resource-Weaver-HR-Consulting-Pvt-Ltd-Navi-Mumbai-7-to-12-years-090119900428?src=jobsearchDesk&sid=15518664679026&xp=10&px=39,090119900428,"Hive, Machine Learning, R, Java, Mapreduce, Python, SQL, SAS...",Navi Mumbai,Not disclosed,Data Engineer - R/matlab/sas
Rinalytics Advisors,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-NLP-Scientist-Data-Mining-machine-Learning-Rinalytics-Advisors-India-5-to-10-years-090119900382?src=jobsearchDesk&sid=15518664679026&xp=11&px=39,090119900382,"Machine Learning, Information Retrieval, Neural Networks, NLP, Data Mining,...",India,Not disclosed,NLP Scientist - Data Mining/machine Learning
Rinalytics Advisors,30+ days ago,3-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-Rinalytics-Advisors-Pune-3-to-8-years-090119900362?src=jobsearchDesk&sid=15518664679026&xp=12&px=39,090119900362,"Computer Vision, Machine Learning, Image Processing, Neural Networks...",Pune,Not disclosed,Data Scientist
Rinalytics Advisors,30+ days ago,10-15 yrs,https://www.naukri.com/job-listings-Director-chief-Data-Scientist-NLP-Rinalytics-Advisors-Bengaluru-Hyderabad-10-to-15-years-090119900336?src=jobsearchDesk&sid=15518664679026&xp=13&px=39,090119900336,"Information Retrieval, Neural Networks, NLP, Machine Learning, Data Mining,...","Bengaluru, Hyderabad",Not disclosed,Director/chief Data Scientist - NLP
Rinalytics Advisors,30+ days ago,10-15 yrs,https://www.naukri.com/job-listings-Consultant-Data-Analytics-Rinalytics-Advisors-Pune-10-to-15-years-090119900334?src=jobsearchDesk&sid=15518664679026&xp=14&px=39,090119900334,"predictive modeling, text mining, statistical modeling, linear regression...",Pune,Not disclosed,Consultant - Data Analytics
Rinalytics Advisors,30+ days ago,10-15 yrs,https://www.naukri.com/job-listings-Machine-Learning-Researcher-Rinalytics-Advisors-Delhi-NCR-Bengaluru-Hyderabad-10-to-15-years-090119900330?src=jobsearchDesk&sid=15518664679026&xp=15&px=39,090119900330,"deep learning, machine learning, text mining, computer vision, analytics...","Delhi NCR, Bengaluru, Hyderabad",Not disclosed,Machine Learning Researcher
Rinalytics Advisors,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-Machine-Learning-Researcher-Rinalytics-Advisors-Delhi-NCR-Bengaluru-Hyderabad-5-to-10-years-090119900323?src=jobsearchDesk&sid=15518664679026&xp=16&px=39,090119900323,"Deep Learning, Machine Learning, Text Mining, Computer Vision, Analytics...","Delhi NCR, Bengaluru, Hyderabad",Not disclosed,Machine Learning Researcher
Rinalytics Advisors,30+ days ago,8-12 yrs,https://www.naukri.com/job-listings-Lead-Consultant-Advanced-Analytics-Rinalytics-Advisors-Pune-8-to-12-years-090119900319?src=jobsearchDesk&sid=15518664679026&xp=17&px=39,090119900319,"text mining, machine learning, predictive modeling, sas...",Pune,Not disclosed,Lead Consultant - Advanced Analytics
"Sensiple Software Solutions Pvt. Ltd.,",30+ days ago,6-11 yrs,https://www.naukri.com/job-listings-Data-Scientist-Sipcot-IT-Park-Siruseri-Chennai-Sensiple-Sensiple-Software-Solutions-Pvt-Ltd-Chennai-6-to-11-years-090119005235?src=jobsearchDesk&sid=15518664679026&xp=18&px=39,090119005235,"saas, paas, azure, aws, amazon, linux, iaas, storage, network...",Chennai,Not disclosed,"Data Scientist - Sipcot IT Park, Siruseri, Chennai - Sensiple"
Delta Technology and Management Services Pvt.Ltd,30+ days ago,8-13 yrs,https://www.naukri.com/job-listings-Delta-is-Hiring-Sr-Machine-Learning-Engineer-India-Dubai-Delta-Technology-and-Management-Services-Pvt-Ltd-Hyderabad-Madhapur-8-to-13-years-090119003524?src=jobsearchDesk&sid=15518664679026&xp=19&px=39,090119003524,"opencv, python, yolo, keras, hadoop, pyspark, image processing",Hyderabad(Madhapur),Not disclosed,Delta is Hiring Sr. Machine Learning Engineer - India & Dubai
wayForward Health,30+ days ago,1-3 yrs,https://www.naukri.com/job-listings-AI-ML-Engineer-wayForward-Health-Delhi-1-to-3-years-090119003344?src=jobsearchDesk&sid=15518664679026&xp=20&px=39,090119003344,"Deep Learning, Java, NLP, Python, NoSQL, SQL, Rest, Machine Learning...",Delhi,Not disclosed,AI/ ML Engineer
EPIMONEY PRIVATE LIMITED,30+ days ago,8-13 yrs,https://www.naukri.com/job-listings-Sr-Manager-avp-Data-Scientist-Fintech-Matunga-West-EPIMONEY-PRIVATE-LIMITED-Mumbai-Matunga-8-to-13-years-090119001736?src=jobsearchDesk&sid=15518664679026&xp=21&px=39,090119001736,"Deep Learning, R, Machine Learning, Python, Advanced Analytics...",Mumbai(Matunga),"15,00,000 - 30,00,000 P.A.",Sr Manager/avp Data Scientist - Fintech - Matunga West
Squadcast,30+ days ago,3-6 yrs,https://www.naukri.com/job-listings-Data-Engineer-Squadcast-Bengaluru-3-to-6-years-090119000657?src=jobsearchDesk&sid=15518664679026&xp=22&px=39,090119000657,"Spark, SCALA, Cassandra, Java, Big Data, Python, Hadoop, Machine Learning...",Bengaluru,Not disclosed,Data Engineer
Glocal Consultants,30+ days ago,15-20 yrs,https://www.naukri.com/job-listings-Technical-Architect-Java-j2ee-Glocal-Consultants-Bengaluru-15-to-20-years-080119900524?src=jobsearchDesk&sid=15518664679026&xp=23&px=39,080119900524,"Java, Algorithms, Natural Language Processing, J2Ee, Information Retrieval,...",Bengaluru,Not disclosed,Technical Architect - Java/j2ee
Rohini IT Consulting LLP,30+ days ago,11-15 yrs,https://www.naukri.com/job-listings-Machine-Learning-Professional-Java-spark-Rohini-IT-Consulting-LLP-Bengaluru-11-to-15-years-080119900469?src=jobsearchDesk&sid=15518664679026&xp=24&px=39,080119900469,"Machine Learning, Text Mining, NLP, Python, Neural Networks, Spark, Hadoop,...",Bengaluru,Not disclosed,Machine Learning Professional - Java/spark
Rohini IT Consulting LLP,30+ days ago,5-10 yrs,https://www.naukri.com/job-listings-Machine-Learning-Professional-Java-spark-Rohini-IT-Consulting-LLP-Bengaluru-5-to-10-years-080119900453?src=jobsearchDesk&sid=15518664679026&xp=25&px=39,080119900453,"Machine Learning, Text Mining, NLP, Python, Neural Networks, Spark, Hadoop,...",Bengaluru,Not disclosed,Machine Learning Professional - Java/spark
Rohini IT Consulting LLP,30+ days ago,7-10 yrs,https://www.naukri.com/job-listings-Assistant-Manager-Training-Development-Rpa-artificial-Intelligen-Rohini-IT-Consulting-LLP-Bengaluru-7-to-10-years-080119900383?src=jobsearchDesk&sid=15518664679026&xp=26&px=39,080119900383,"Training Management, Need Analysis, Machine Learning...",Bengaluru,Not disclosed,Assistant Manager - Training & Development - Rpa/artificial Intelligen
PlayShifu,30+ days ago,2-5 yrs,https://www.naukri.com/job-listings-Machine-Learning-Engineer-PlayShifu-Bengaluru-2-to-5-years-080119005900?src=jobsearchDesk&sid=15518664679026&xp=27&px=39,080119005900,"product design, machine learning, Machine Learning Engineer, ML",Bengaluru,Not disclosed,Machine Learning Engineer
Crescendo Global,30+ days ago,8-12 yrs,https://www.naukri.com/job-listings-Project-Manager-Analytics-Platform-Crescendo-Global-Gurgaon-Gurugram-8-to-12-years-080119004532?src=jobsearchDesk&sid=15518664679026&xp=28&px=39,080119004532,"Project Management, PMP, Prince2, Stakeholder Management, Project Planning,...","Gurgaon, Gurugram",Not disclosed,Project Manager - Analytics Platform
Crescendo Global,30+ days ago,13-19 yrs,https://www.naukri.com/job-listings-Delivery-Head-Banking-Business-Analytics-Retail-Crescendo-Global-Bengaluru-Mumbai-13-to-19-years-080119004111?src=jobsearchDesk&sid=15518664679026&xp=29&px=39,080119004111,"marketing operations, people management, service delivery...","Bengaluru, Mumbai",Not disclosed,Delivery Head - Banking Business Analytics - Retail
Crescendo Global,30+ days ago,5-7 yrs,https://www.naukri.com/job-listings-Consultant-NLP-Engineering-Linguistic-Programming-Crescendo-Global-Gurgaon-5-to-7-years-080119004031?src=jobsearchDesk&sid=15518664679026&xp=30&px=39,080119004031,"machine learning, nlp, big data analytics, subject matter expertise, system...",Gurgaon,Not disclosed,Consultant - NLP Engineering & Linguistic Programming
T-Systems Information and Communication Technology India Private Limited,30+ days ago,8-13 yrs,https://www.naukri.com/job-listings-Urgent-Opening-for-Senior-Business-Consultant-T-Systems-Information-and-Communication-Technology-India-Private-Limited-Pune-Shivaji-Nagar-8-to-13-years-080119003019?src=jobsearchDesk&sid=15518664679026&xp=31&px=39,080119003019,"Presales, Post Sales, Machine Learning, Artificial Intelligence, POC...",Pune(Shivaji Nagar),Not disclosed,Urgent Opening for Senior Business Consultant
Simplify Reality,30+ days ago,3-8 yrs,https://www.naukri.com/job-listings-Lead-Applied-Scientist-AI-Machine-Learning-Platform-Simplify-Reality-Gurgaon-3-to-8-years-071218900836?src=jobsearchDesk&sid=15518664679026&xp=32&px=39,071218900836,"C, Artificial Intelligence, Natural Language Processing, Java, Algorithms...",Gurgaon,Not disclosed,Lead Applied Scientist - AI - Machine Learning Platform
Accenture,30+ days ago,2-5 yrs,https://www.naukri.com/job-listings-Machine-Learning-Accenture-Bengaluru-2-to-5-years-070119901460?src=jobsearchDesk&sid=15518664679026&xp=33&px=39,070119901460,"Project management, Machine learning, Outsourcing, Agile methodology...",Bengaluru,Not disclosed,Machine Learning
Saaki Argus & Averil Consulting,30+ days ago,10-15 yrs,https://www.naukri.com/job-listings-Product-Owner-HCM-Saaki-Argus-Averil-Consulting-Chennai-10-to-15-years-070119901291?src=jobsearchDesk&sid=15518664679026&xp=34&px=39,070119901291,"Artificial Intelligence, Machine Learning...",Chennai,Not disclosed,Product Owner - HCM
Saaki Argus & Averil Consulting,30+ days ago,4-9 yrs,https://www.naukri.com/job-listings-Product-Owner-HCM-Saaki-Argus-Averil-Consulting-Chennai-4-to-9-years-070119901290?src=jobsearchDesk&sid=15518664679026&xp=35&px=39,070119901290,"Artificial Intelligence, Machine Learning...",Chennai,Not disclosed,Product Owner - HCM
EdgeVerve Systems Limited,30+ days ago,2-4 yrs,https://www.naukri.com/job-listings-Member-Product-Engineering-EdgeVerve-Systems-Limited-Bengaluru-2-to-4-years-070119900847?src=jobsearchDesk&sid=15518664679026&xp=36&px=39,070119900847,"Data processing, Data modeling, Python, Machine learning...",Bengaluru,Not disclosed,Member - Product Engineering
EdgeVerve Systems Limited,30+ days ago,4-6 yrs,https://www.naukri.com/job-listings-Member-Product-Engineering-EdgeVerve-Systems-Limited-Bengaluru-4-to-6-years-070119900845?src=jobsearchDesk&sid=15518664679026&xp=37&px=39,070119900845,"Data processing, Data modeling, Python, Machine learning...",Bengaluru,Not disclosed,Member - Product Engineering
CERNER HEALTHCARE SOLUTIONS PVT LTD,30+ days ago,2-5 yrs,https://www.naukri.com/job-listings-Senior-Data-Scientist-CERNER-HEALTHCARE-SOLUTIONS-PVT-LTD-Bengaluru-2-to-5-years-070119900797?src=jobsearchDesk&sid=15518664679026&xp=38&px=39,070119900797,"SQL, Python, Business intelligence, Workflow, Agile, Healthcare...",Bengaluru,Not disclosed,Senior Data Scientist
Pylon Management Consulting Pvt Ltd,30+ days ago,4-7 yrs,https://www.naukri.com/job-listings-Data-Scientist-Python-Machine-Learning-BFS-Pylon-Management-Consulting-Pvt-Ltd-Bengaluru-Gurgaon-4-to-7-years-070119900421?src=jobsearchDesk&sid=15518664679026&xp=39&px=39,070119900421,"Machine Learning, Python, Predictive Analytics, Data Mining, Data Analytics...","Bengaluru, Gurgaon",Not disclosed,Data Scientist - Python & Machine Learning - BFS
Armour Corporate Services,30+ days ago,6-11 yrs,https://www.naukri.com/job-listings-Sr-Data-Scientist-Armour-Corporate-Services-Navi-Mumbai-6-to-11-years-070119900146?src=jobsearchDesk&sid=15518664679026&xp=40&px=39,070119900146,"Spark, Hive, Big Data, Neural Networks, Python, Machine Learning, SQL...",Navi Mumbai,Not disclosed,Sr. Data Scientist
Maples Imaging Solution Private Limited,30+ days ago,4-6 yrs,https://www.naukri.com/job-listings-Machine-Learning-Experts-Maples-Imaging-Solution-Private-Limited-Bengaluru-4-to-6-years-070119002833?src=jobsearchDesk&sid=15518664679026&xp=41&px=39,070119002833,"machine learning, natural language processing, python, neural networks, c...",Bengaluru,Not disclosed,Machine Learning Experts
