Company,Date,Experience,Job URL,Job id,Key skills,Location,Salary,Title
Culminant Outlook,14 days ago,7-9 yrs,https://www.naukri.com/job-listings-Senior-Data-Scientist-7-9-Years-Current-Location-Chennai-30days-NP-Culminant-Outlook-Chennai-7-to-9-years-200219005187?src=jobsearchDesk&sid=15518527371377&xp=29&px=9,200219005187,"deep learning, machine learning, data science, python, r, Data Scientist...",Chennai,"8,50,000 - 18,50,000 P.A.","Senior Data Scientist(7-9 Years, Current Location: Chennai, 30days NP)"
Advent Global Solution Private Limited,14 days ago,2-7 yrs,https://www.naukri.com/job-listings-Data-Scientist-Advent-Global-Solution-Private-Limited-Chennai-2-to-7-years-200219004894?src=jobsearchDesk&sid=15518527371377&xp=30&px=9,200219004894,"Deep Learning, Hive, Spark, Machine Learning, Hadoop, Big Data, Python...",Chennai,Not disclosed,Data Scientist
Careernet Technologies Pvt Ltd,14 days ago,4-9 yrs,https://www.naukri.com/job-listings-Excellent-Opportunity-Analytics-Manager-Careernet-Technologies-Pvt-Ltd-Kolkata-Bengaluru-4-to-9-years-200219000222?src=jobsearchDesk&sid=15518527371377&xp=31&px=9,200219000222,"data science, banking analytics, neural networks, machine learning, r...","Kolkata, Bengaluru","4,75,000 - 9,75,000 P.A.",Excellent Opportunity!!! Analytics Manager
Black Turtle India Pvt Ltd,13 days ago,2-7 yrs,https://www.naukri.com/job-listings-Electronic-Market-Making-Modeler-KPO-Black-Turtle-India-Pvt-Ltd-Mumbai-2-to-7-years-190219902208?src=jobsearchDesk&sid=15518527371377&xp=32&px=9,190219902208,"Deep Learning, Data Science, Python, Machine Learning, OOP, C++...",Mumbai,Not disclosed,Electronic Market Making Modeler - KPO
Collabera Technologies Private Limited,2 days ago,2-7 yrs,https://www.naukri.com/job-listings-Python-Developer-Collabera-Technologies-Private-Limited-Gurgaon-Delhi-NCR-2-to-7-years-040319003589?src=jobsearchDesk&sid=15518527371377&xp=33&px=9,040319003589,"Hive, Pig, HBase, NoSQL, Cassandra, MongoDB, SQL, Python, Data Science, R","Gurgaon, Delhi NCR","4,00,000 - 8,00,000 P.A.","Python Developer,"
UNCAP RESEARCH LABS PVT LTD,2 days ago,3-6 yrs,https://www.naukri.com/job-listings-Talent-Evangelist-UNCAP-RESEARCH-LABS-PVT-LTD-Pune-3-to-6-years-040319001243?src=jobsearchDesk&sid=15518527371377&xp=34&px=9,040319001243,"Recruitment, Talent Acquisition, Sourcing, Linkedin, Searching...",Pune,"5,00,000 - 8,00,000 P.A.",Talent Evangelist
Engage IT Manpower Solutions Private Limited,5 days ago,3-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-Natural-Language-Processing-Expert-Engage-IT-Manpower-Solutions-Private-Limited-Bengaluru-3-to-8-years-010319901496?src=jobsearchDesk&sid=15518527371377&xp=35&px=9,010319901496,"Data Scientist, Natural Language Processing, Data Science, Scala, Spark...",Bengaluru,Not disclosed,Data Scientist - Natural Language Processing Expert
FISSION COMPUTER LABS PRIVATE LIMITED,5 days ago,3-8 yrs,https://www.naukri.com/job-listings-Java-Developer-sr-Java-Engineer-software-Developer-FISSION-COMPUTER-LABS-PRIVATE-LIMITED-Hyderabad-3-to-8-years-010319006901?src=jobsearchDesk&sid=15518527371377&xp=36&px=9,010319006901,"Java, Spring, Hibernate, Rest, MongoDB, AWS, Python, Data Science...",Hyderabad,"6,00,000 - 14,00,000 P.A.",Java Developer/sr Java Engineer/software Developer
iLEAD Foundation,5 days ago,2-7 yrs,https://www.naukri.com/job-listings-Faculty-culinary-Sc-gaming-App-Development-digital-Film-data-Analyt-iLEAD-Foundation-Kolkata-Christopher-Road-2-to-7-years-010319005789?src=jobsearchDesk&sid=15518527371377&xp=37&px=9,010319005789,"Hotel Management, Hospitality Management, Mobile Application Development...",Kolkata(Christopher Road),Not disclosed,Faculty-culinary Sc./gaming & App Development/digital Film/data Analyt
Oracle India Pvt. Ltd.,3 days ago,5-10 yrs,https://www.naukri.com/job-listings-Obiee-Consultant-Oracle-India-Pvt-Ltd-Bengaluru-5-to-10-years-010319000439?src=jobsearchDesk&sid=15518527371377&xp=38&px=9,010319000439,"Oracle Database, Unix, Weblogic Server, Computer Science, Data Science...",Bengaluru,Not disclosed,Obiee Consultant
Mississippi Consultants,30+ days ago,12-14 yrs,https://www.naukri.com/job-listings-Senior-lead-Artificial-Intelligence-role-Mississippi-Consultants-Mumbai-12-to-14-years-310119900282?src=jobsearchDesk&sid=15518527371377&xp=39&px=9,310119900282,"deep learning, c, machine learning, nlp, python, artificial intelligence...",Mumbai,Not disclosed,Senior lead Artificial Intelligence role
Mississippi Consultants,30+ days ago,10-12 yrs,https://www.naukri.com/job-listings-Senior-Artificial-Intelligence-role-Mississippi-Consultants-Mumbai-10-to-12-years-310119900279?src=jobsearchDesk&sid=15518527371377&xp=40&px=9,310119900279,"Deep Learning, C, Machine Learning, NLP, Python, Artificial Intelligence...",Mumbai,Not disclosed,Senior Artificial Intelligence role
ALMUG TECHNOLOGIES PRIVATE LIMITED,30+ days ago,2-6 yrs,https://www.naukri.com/job-listings-Data-Scientist-ALMUG-TECHNOLOGIES-PRIVATE-LIMITED-Bengaluru-2-to-6-years-310119004536?src=jobsearchDesk&sid=15518527371377&xp=41&px=9,310119004536,"machine learning, analytics, statistical modeling, data mining...",Bengaluru,Not disclosed,Data Scientist
TalentStack,30+ days ago,4-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Artificial-Intelligence-TalentStack-Mumbai-4-to-8-years-310119001807?src=jobsearchDesk&sid=15518527371377&xp=42&px=9,310119001807,"Data Science, Machine Learning, Artificial Intelligence, Data Analysis...",Mumbai,Not disclosed,Data Scientist - Machine Learning/ Artificial Intelligence
The Hiring Story,30+ days ago,3-6 yrs,https://www.naukri.com/job-listings-Data-Scientist-ETL-Analytics-The-Hiring-Story-Mumbai-3-to-6-years-300818900889?src=jobsearchDesk&sid=15518527371377&xp=43&px=9,300818900889,"Data Science, Machine Learning, SQL, Python, R, ETL, Statistics, Analytics,...",Mumbai,Not disclosed,Data Scientist - ETL/ Analytics
Change Leaders,30+ days ago,0-4 yrs,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Edutech-IIT-NIT-IIM-ISB-Change-Leaders-Bengaluru-0-to-4-years-300119901520?src=jobsearchDesk&sid=15518527371377&xp=44&px=9,300119901520,"Machine Learning, Python, Statistics, Analytics, Data Scientist...",Bengaluru,Not disclosed,Data Scientist - Machine Learning - Edutech - IIT/ NIT/ IIM/ ISB
Engage IT Manpower Solutions Private Limited,30+ days ago,4-8 yrs,https://www.naukri.com/job-listings-Sr-Engineer-Machine-Learning-retail-Domain-Engage-IT-Manpower-Solutions-Private-Limited-Bengaluru-4-to-8-years-300119901225?src=jobsearchDesk&sid=15518527371377&xp=45&px=9,300119901225,"deep learning, machine learning, power user, artificial intelligence, nlp...",Bengaluru,Not disclosed,Sr. Engineer - Machine Learning (retail Domain)
Engage IT Manpower Solutions Private Limited,30+ days ago,5-7 yrs,https://www.naukri.com/job-listings-Machine-Learning-and-Data-Scientist-Engage-IT-Manpower-Solutions-Private-Limited-Bengaluru-5-to-7-years-300119901224?src=jobsearchDesk&sid=15518527371377&xp=46&px=9,300119901224,"deep learning, neural networks, predictive modeling, machine learning, data...",Bengaluru,Not disclosed,Machine Learning and Data Scientist
Silverpeople,30+ days ago,8-13 yrs,https://www.naukri.com/job-listings-Senior-Data-Scientist-Retail-Silverpeople-Bengaluru-8-to-13-years-300119900355?src=jobsearchDesk&sid=15518527371377&xp=47&px=9,300119900355,"Retail, R, Python, SAS, Problem Solving, data analytics...",Bengaluru,Not disclosed,Senior Data Scientist - Retail
Sitel India Pvt Ltd,30+ days ago,10-12 yrs,https://www.naukri.com/job-listings-Data-Scientist-senior-Manager-Mumbai-Sitel-India-Pvt-Ltd-Mumbai-10-to-12-years-300119005132?src=jobsearchDesk&sid=15518527371377&xp=48&px=9,300119005132,"Natural Language Processing, C, Java, Python, Data Science...",Mumbai,Not disclosed,Data Scientist (senior Manager) - Mumbai
Sitel India Pvt Ltd,30+ days ago,5-7 yrs,https://www.naukri.com/job-listings-Data-Scientist-assistant-Manager-Mumbai-Sitel-India-Pvt-Ltd-Mumbai-5-to-7-years-300119005086?src=jobsearchDesk&sid=15518527371377&xp=49&px=9,300119005086,"Natural Language Processing, C, Java, Python, Data Science...",Mumbai,Not disclosed,Data Scientist (assistant Manager) - Mumbai
DATA SEMANTICS PRIVATE LIMITED,30+ days ago,8-12 yrs,https://www.naukri.com/job-listings-Qlikview-Architect-DATA-SEMANTICS-PRIVATE-LIMITED-Bengaluru-Indira-Nagar-8-to-12-years-290119005736?src=jobsearchDesk&sid=15518527371377&xp=50&px=9,290119005736,"Data Science, Data Warehousing, Business Intelligence...",Bengaluru(Indira Nagar),"9,00,000 - 18,00,000 P.A.",Qlikview Architect
